text,size,topic
priest,118,11
mansion,115,11
capit,113,11
continu,109,11
also,106,11
time,102,11
year,79,11
mani,73,11
now,70,11
daughter,67,11
play,62,11
natur,61,11
appear,61,11
emperor,60,11
often,58,11
may,54,11
soon,51,11
told,51,11
hill,49,11
three,49,11
side,48,11
old,48,11
frequent,46,11
thought,46,11
sent,43,11
began,43,11
suma,43,11
write,42,11
autumn,41,11
hour,41,11
biwa,41,11
desir,40,11
pleasur,40,11
sketch,39,11
spent,38,11
resembl,37,11
rain,37,11
thing,37,11
koto,36,11
say,36,11
think,35,11
alway,35,11
will,34,11
season,34,11
friend,34,11
famili,32,11
someth,32,11
father,31,11
join,30,11
recal,30,11
bureau,30,11
soh,30,11
plaintiv,30,11
servic,30,11
hear,30,11
lower,30,11
even,30,11
settl,30,11
journey,29,11
class,29,11
well,29,11
special,29,11
mother,29,11
show,29,11
secret,29,11
sinc,28,11
girl,27,11
month,27,11
fair,27,11
held,27,11
nijio,27,11
dream,26,11
less,26,11
delight,26,11
felt,26,11
resid,26,11
anyth,26,11
messeng,25,11
wind,25,11
hand,24,11
maiden,24,11
watch,24,11
name,24,11
sceneri,23,11
air,23,11
constantli,23,11
least,23,11
come,23,11
introduc,22,11
long,22,11
bird,21,11
sever,21,11
spring,21,11
sigh,21,11
son,20,11
favor,20,11
element,20,11
jealous,20,11
nearli,20,11
rage,20,11
