text,size,topic
one,2,9
even,2,9
now,2,9
said,2,9
thought,2,9
howev,2,9
made,2,9
princess,2,9
ladi,2,9
littl,2,9
come,2,9
time,2,9
like,2,9
came,2,9
day,2,9
still,2,9
say,2,9
will,2,9
girl,2,9
seem,2,9
place,2,9
princ,2,9
repli,2,9
also,2,9
mansion,2,9
see,2,9
can,2,9
may,2,9
look,2,9
go,2,9
might,2,9
father,2,9
must,2,9
becam,2,9
visit,2,9
present,2,9
yet,2,9
daughter,2,9
eye,2,9
left,2,9
return,2,9
pass,2,9
dress,2,9
emperor,2,9
long,2,9
way,2,9
know,2,9
attend,2,9
room,2,9
face,2,9
upon,2,9
thu,2,9
court,2,9
mother,2,9
take,2,9
took,2,9
becom,2,9
make,2,9
without,2,9
gave,2,9
let,2,9
late,2,9
sent,2,9
often,2,9
wish,2,9
part,2,9
mani,2,9
perhap,2,9
much,2,9
appear,2,9
home,2,9
soon,2,9
mind,2,9
follow,2,9
great,2,9
though,2,9
went,2,9
therefor,2,9
hous,2,9
boy,2,9
dream,2,9
first,2,9
young,2,9
began,2,9
saw,2,9
thing,2,9
world,2,9
hand,2,9
peopl,2,9
old,2,9
told,2,9
matter,2,9
feel,2,9
side,2,9
felt,2,9
resid,2,9
leav,2,9
answer,2,9
scene,2,9
beauti,2,9
