text,size,topic
sermon,49,10
principl,2,10
time,2,10
tradit,2,10
even,2,10
may,2,10
still,2,10
said,2,10
one,2,10
thought,2,10
emperor,2,10
much,2,10
denial,2,10
day,2,10
ladi,2,10
yet,2,10
see,2,10
kami,2,10
made,2,10
might,2,10
unmurmur,2,10
artisan,2,10
away,2,10
like,2,10
true,2,10
unmoor,2,10
hand,2,10
fidel,2,10
now,2,10
thing,2,10
howev,2,10
unhappi,2,10
will,2,10
appear,2,10
mother,2,10
long,2,10
can,2,10
littl,2,10
mind,2,10
pass,2,10
daughter,2,10
also,2,10
came,2,10
place,2,10
say,2,10
make,2,10
woman,2,10
sent,2,10
take,2,10
aesthet,2,10
vivid,2,10
princ,2,10
hous,2,10
sama,2,10
undeserv,2,10
flower,2,10
think,2,10
come,2,10
follow,2,10
great,2,10
anoth,2,10
beauti,2,10
return,2,10
expert,2,10
quit,2,10
way,2,10
without,2,10
seem,2,10
often,2,10
palac,2,10
inde,2,10
father,2,10
upon,2,10
repli,2,10
perhap,2,10
present,2,10
remain,2,10
eye,2,10
attend,2,10
go,2,10
mani,2,10
natur,2,10
visit,2,10
left,2,10
mansion,2,10
women,2,10
far,2,10
peopl,2,10
went,2,10
becom,2,10
therefor,2,10
girl,2,10
though,2,10
gave,2,10
life,2,10
posit,2,10
thu,2,10
amount,2,10
look,2,10
took,2,10
