text,size,topic
one,2,7
said,2,7
will,2,7
time,2,7
may,2,7
like,2,7
still,2,7
say,2,7
now,2,7
thought,2,7
ladi,2,7
see,2,7
even,2,7
becom,2,7
go,2,7
princess,2,7
littl,2,7
long,2,7
yet,2,7
also,2,7
made,2,7
much,2,7
present,2,7
howev,2,7
eye,2,7
daughter,2,7
think,2,7
pass,2,7
thing,2,7
look,2,7
seem,2,7
come,2,7
might,2,7
came,2,7
princ,2,7
court,2,7
went,2,7
upon,2,7
can,2,7
make,2,7
therefor,2,7
great,2,7
never,2,7
day,2,7
visit,2,7
becam,2,7
attend,2,7
palac,2,7
girl,2,7
mind,2,7
father,2,7
emperor,2,7
mansion,2,7
woman,2,7
often,2,7
must,2,7
know,2,7
old,2,7
take,2,7
back,2,7
carriag,2,7
tell,2,7
child,2,7
perhap,2,7
leav,2,7
pictur,2,7
dress,2,7
away,2,7
life,2,7
began,2,7
well,2,7
home,2,7
mother,2,7
live,2,7
let,2,7
repli,2,7
nun,2,7
quit,2,7
left,2,7
play,2,7
hand,2,7
young,2,7
man,2,7
kami,2,7
word,2,7
circumst,2,7
part,2,7
though,2,7
year,2,7
follow,2,7
privat,2,7
took,2,7
way,2,7
sever,2,7
sent,2,7
soon,2,7
return,2,7
happen,2,7
hear,2,7
told,2,7
