text,size,topic
danc,118,14
violet,89,14
toy,74,14
day,74,14
play,74,14
said,59,14
wipe,59,14
fete,59,14
also,59,14
princ,59,14
leav,59,14
music,59,14
perform,59,14
girl,44,14
becam,44,14
red,44,14
end,44,14
might,44,14
attend,44,14
present,44,14
becom,44,14
royal,44,14
mapl,44,14
plum,44,14
two,44,14
went,44,14
blossom,44,14
sun,44,14
care,44,14
color,44,14
pleas,44,14
like,44,14
one,30,14
court,30,14
repli,30,14
see,30,14
came,30,14
take,30,14
even,30,14
will,30,14
high,30,14
mend,30,14
besid,30,14
rehears,30,14
band,30,14
scene,30,14
alway,30,14
littl,30,14
ground,30,14
t,30,14
includ,30,14
blue,30,14
don,30,14
new,30,14
personag,30,14
cri,30,14
main,30,14
childish,30,14
head,30,14
higher,30,14
differ,30,14
less,30,14
front,30,14
wave,30,14
grandmoth,30,14
call,30,14
full,30,14
noth,30,14
side,30,14
ting,30,14
mansion,30,14
smile,30,14
flower,30,14
delight,30,14
descend,30,14
bright,30,14
year,30,14
usual,30,14
time,15,14
now,15,14
emperor,15,14
ladi,15,14
made,15,14
come,15,14
still,15,14
part,15,14
last,15,14
howev,15,14
heir,15,14
place,15,14
love,15,14
right,15,14
go,15,14
took,15,14
palac,15,14
follow,15,14
room,15,14
arrang,15,14
though,15,14
sever,15,14
