text,size,topic
emperor,248,8
now,151,8
mother,112,8
also,86,8
princ,82,8
one,75,8
thought,69,8
child,69,8
time,68,8
court,65,8
ladi,64,8
said,64,8
great,61,8
daughter,61,8
young,58,8
public,54,8
son,53,8
began,51,8
empress,50,8
appar,46,8
even,46,8
late,46,8
made,46,8
part,45,8
heir,44,8
day,43,8
howev,43,8
ex,41,8
year,40,8
will,36,8
place,36,8
messeng,36,8
see,36,8
seem,34,8
feel,34,8
first,34,8
royal,33,8
becom,33,8
think,33,8
matter,33,8
state,33,8
yet,32,8
princess,31,8
father,30,8
may,30,8
born,30,8
though,30,8
without,29,8
felt,29,8
say,28,8
privat,28,8
took,28,8
continu,28,8
still,26,8
new,26,8
niogo,25,8
ceremoni,25,8
notic,25,8
perform,25,8
chamber,25,8
health,25,8
den,24,8
sent,24,8
might,24,8
becam,24,8
left,23,8
mansion,23,8
present,23,8
whose,23,8
respect,23,8
face,22,8
chang,22,8
reign,22,8
pain,22,8
anoth,22,8
life,21,8
resembl,21,8
affair,21,8
rememb,20,8
accept,20,8
retir,20,8
told,20,8
affect,20,8
offic,20,8
live,20,8
quit,20,8
convers,20,8
better,20,8
therefor,20,8
age,19,8
capit,19,8
remark,19,8
expect,19,8
take,19,8
home,19,8
come,18,8
boy,18,8
gave,18,8
must,18,8
world,18,8
