text,size,topic
pictur,275,3
ladi,92,3
chamber,92,3
right,92,3
plum,92,3
took,77,3
left,77,3
paint,77,3
tast,65,3
old,62,3
emperor,62,3
court,61,3
made,61,3
therefor,61,3
merit,61,3
subject,47,3
like,47,3
matter,46,3
time,46,3
one,46,3
also,46,3
countri,46,3
ske,46,3
romanc,46,3
cover,46,3
miobu,46,3
hand,31,3
fashion,31,3
first,31,3
difficult,31,3
artist,31,3
new,31,3
two,31,3
present,31,3
beauti,31,3
becam,31,3
peopl,31,3
sever,31,3
side,31,3
day,31,3
said,31,3
heard,31,3
return,31,3
violet,31,3
possess,31,3
palac,31,3
ancient,31,3
happen,31,3
rel,31,3
period,31,3
centr,31,3
cabinet,31,3
represent,31,3
interest,31,3
courtier,31,3
purpl,31,3
outer,31,3
fanci,31,3
stick,31,3
hei,31,3
attract,31,3
depth,31,3
exhibit,31,3
shio,31,3
attent,31,3
modern,31,3
repres,31,3
abil,31,3
daini,31,3
illustr,31,3
select,31,3
paper,31,3
life,16,3
thick,16,3
happi,16,3
alreadi,16,3
led,16,3
talk,16,3
recent,16,3
skill,16,3
face,16,3
leav,16,3
just,16,3
sea,16,3
sake,16,3
brought,16,3
convers,16,3
spring,16,3
daughter,16,3
mere,16,3
inform,16,3
smile,16,3
sinc,16,3
best,16,3
differ,16,3
high,16,3
will,16,3
give,16,3
better,16,3
suma,16,3
