text,size,topic
one,109,6
ladi,74,6
even,69,6
may,69,6
might,60,6
time,58,6
still,54,6
best,48,6
can,46,6
will,45,6
becam,44,6
dead,44,6
good,43,6
howev,43,6
must,42,6
away,42,6
kami,42,6
class,42,6
spirit,41,6
high,41,6
man,40,6
much,40,6
seem,38,6
made,37,6
sama,36,6
sad,35,6
matter,35,6
becom,35,6
die,34,6
heart,34,6
dress,32,6
happen,31,6
come,30,6
posit,30,6
mani,29,6
said,29,6
whose,29,6
almost,28,6
often,28,6
reflect,28,6
live,27,6
say,27,6
yet,27,6
place,26,6
therefor,26,6
return,26,6
caus,26,6
upon,25,6
pass,25,6
without,25,6
ill,25,6
public,24,6
think,24,6
love,24,6
birth,24,6
import,24,6
lift,24,6
feel,24,6
bear,24,6
thought,23,6
carri,23,6
took,23,6
last,23,6
affect,23,6
charm,22,6
face,22,6
world,22,6
went,22,6
appear,22,6
suddenli,22,6
way,21,6
anoth,21,6
hope,21,6
realli,21,6
carriag,20,6
like,20,6
perplex,20,6
chang,20,6
leav,20,6
now,20,6
receiv,19,6
came,19,6
due,19,6
see,19,6
fair,19,6
well,19,6
cours,19,6
priest,19,6
eye,18,6
home,18,6
soon,18,6
told,18,6
tell,18,6
person,18,6
respect,18,6
noth,18,6
alon,18,6
court,18,6
natur,18,6
within,18,6
