text,size,topic
steward,110,5
guid,105,5
fals,100,5
bind,78,5
heaven,78,5
drew,74,5
astray,72,5
closer,59,5
mist,52,5
embank,40,5
distract,40,5
avert,40,5
nam,40,5
broth,40,5
smart,40,5
doshi,40,5
uncar,40,5
brow,40,5
isol,40,5
woobasok,40,5
unpart,40,5
ravag,40,5
uninhabit,40,5
meal,40,5
torai,40,5
molest,40,5
misti,40,5
gale,40,5
mask,40,5
empti,40,5
faithless,40,5
breakfast,40,5
dens,40,5
ne,40,5
mistak,40,5
limit,40,5
procur,40,5
insid,40,5
obscur,40,5
ray,40,5
forev,33,5
servant,1,5
girl,1,5
becam,1,5
mansion,1,5
call,1,5
led,1,5
away,1,5
nervou,1,5
besid,1,5
came,1,5
repli,1,5
look,1,5
also,1,5
made,1,5
ladi,1,5
know,1,5
said,1,5
now,1,5
let,1,5
carriag,1,5
serv,1,5
love,1,5
thought,1,5
even,1,5
present,1,5
time,1,5
hum,1,5
might,1,5
place,1,5
like,1,5
shall,1,5
began,1,5
oh,1,5
keen,1,5
one,1,5
quit,1,5
discreet,1,5
day,1,5
faint,1,5
will,1,5
howev,1,5
say,1,5
old,1,5
suddenli,1,5
thu,1,5
may,1,5
gloomi,1,5
world,1,5
still,1,5
jealou,1,5
acquaint,1,5
without,1,5
littl,1,5
see,1,5
attend,1,5
convers,1,5
strang,1,5
come,1,5
think,1,5
