text,size,topic
now,82,4
one,81,4
thought,72,4
time,70,4
day,64,4
still,63,4
boat,55,4
dream,55,4
come,53,4
make,50,4
repli,50,4
mani,47,4
friend,45,4
might,44,4
priest,42,4
coast,42,4
wind,41,4
carri,41,4
much,40,4
away,40,4
heard,39,4
appear,39,4
true,38,4
even,38,4
sad,37,4
fear,36,4
autumn,35,4
kami,35,4
like,35,4
visit,35,4
eye,34,4
sent,34,4
gentl,34,4
will,34,4
reason,33,4
hand,33,4
therefor,33,4
told,32,4
yoshikiyo,31,4
see,31,4
also,31,4
follow,30,4
wish,30,4
fanci,30,4
said,30,4
pass,29,4
part,29,4
strang,29,4
feel,29,4
sama,29,4
howev,29,4
tear,29,4
case,29,4
confid,29,4
natur,28,4
kept,28,4
must,27,4
show,27,4
moon,27,4
intent,26,4
take,26,4
place,26,4
thing,26,4
back,26,4
bear,25,4
send,25,4
instanc,25,4
love,24,4
sever,24,4
came,24,4
pure,24,4
soon,24,4
hope,24,4
gave,24,4
whose,24,4
ground,23,4
live,23,4
word,23,4
past,23,4
think,23,4
leav,23,4
shall,22,4
father,22,4
say,22,4
event,22,4
cicada,22,4
thi,22,4
cast,22,4
delight,21,4
mere,21,4
latter,21,4
sorrow,21,4
hous,21,4
without,20,4
daughter,20,4
behav,20,4
remain,20,4
peculiar,20,4
flower,20,4
excel,19,4
