text,size,topic
princess,145,19
thought,93,19
time,80,19
now,76,19
princ,67,19
said,65,19
one,62,19
often,61,19
caus,60,19
day,58,19
kind,53,19
ladi,51,19
still,50,19
see,49,19
might,46,19
leav,45,19
palac,43,19
come,42,19
even,42,19
father,42,19
visit,41,19
like,41,19
may,41,19
go,41,19
think,40,19
made,40,19
present,39,19
long,39,19
wish,37,19
storm,37,19
prayer,36,19
dream,36,19
letter,35,19
daughter,35,19
emperor,35,19
feel,34,19
can,34,19
behind,34,19
rain,34,19
though,33,19
mountain,33,19
will,33,19
gave,32,19
heard,31,19
meet,31,19
take,30,19
howev,30,19
told,30,19
mind,29,19
priest,29,19
person,28,19
never,28,19
man,28,19
seem,27,19
world,27,19
nun,27,19
anxieti,26,19
flower,26,19
sad,25,19
natur,25,19
much,25,19
love,24,19
say,24,19
felt,24,19
aunt,24,19
tender,24,19
resembl,24,19
surfac,24,19
thunder,24,19
conscienc,24,19
great,24,19
sent,24,19
old,23,19
also,23,19
came,23,19
life,23,19
becam,23,19
give,22,19
follow,22,19
hope,22,19
continu,22,19
favorit,22,19
hair,22,19
mine,21,19
repli,21,19
wind,21,19
ill,21,19
last,21,19
began,20,19
capit,20,19
mansion,20,19
attent,20,19
heart,20,19
quit,19,19
place,19,19
upon,19,19
return,19,19
offer,19,19
opportun,19,19
home,18,19
