text,size,topic
one,2,17
even,2,17
said,2,17
now,2,17
emperor,2,17
time,2,17
ladi,2,17
thought,2,17
made,2,17
like,2,17
may,2,17
see,2,17
come,2,17
still,2,17
might,2,17
princ,2,17
howev,2,17
also,2,17
say,2,17
seem,2,17
present,2,17
much,2,17
pass,2,17
came,2,17
visit,2,17
day,2,17
great,2,17
think,2,17
long,2,17
yet,2,17
without,2,17
away,2,17
sent,2,17
thu,2,17
court,2,17
littl,2,17
mother,2,17
hand,2,17
princess,2,17
will,2,17
therefor,2,17
left,2,17
mind,2,17
palac,2,17
mani,2,17
must,2,17
often,2,17
beauti,2,17
matter,2,17
room,2,17
went,2,17
repli,2,17
make,2,17
follow,2,17
feel,2,17
way,2,17
look,2,17
though,2,17
return,2,17
first,2,17
place,2,17
mansion,2,17
daughter,2,17
circumst,2,17
perhap,2,17
appear,2,17
began,2,17
privat,2,17
good,2,17
pictur,2,17
young,2,17
go,2,17
take,2,17
eye,2,17
kami,2,17
becam,2,17
flower,2,17
love,2,17
world,2,17
posit,2,17
home,2,17
becom,2,17
gave,2,17
upon,2,17
hous,2,17
well,2,17
took,2,17
appar,2,17
anoth,2,17
know,2,17
father,2,17
peopl,2,17
heard,2,17
call,2,17
man,2,17
soon,2,17
old,2,17
light,2,17
convers,2,17
told,2,17
