text,size,topic
now,87,18
time,83,18
emperor,76,18
one,75,18
court,63,18
day,62,18
made,54,18
still,53,18
even,49,18
also,48,18
princess,47,18
return,46,18
visit,45,18
late,43,18
princ,43,18
present,42,18
thought,42,18
see,42,18
howev,41,18
mother,40,18
pass,40,18
daughter,40,18
thing,39,18
becam,39,18
mind,38,18
capit,38,18
father,37,18
resid,36,18
came,35,18
might,34,18
ladi,34,18
therefor,34,18
mansion,34,18
like,32,18
sever,31,18
took,31,18
follow,30,18
sent,29,18
beauti,29,18
may,29,18
much,29,18
young,29,18
said,28,18
eye,28,18
left,28,18
mani,28,18
went,28,18
becom,27,18
appear,27,18
differ,27,18
feel,27,18
palac,27,18
way,27,18
home,26,18
come,26,18
state,26,18
retir,25,18
part,25,18
place,25,18
world,25,18
flower,25,18
last,24,18
go,24,18
chang,24,18
violet,24,18
convers,23,18
among,23,18
everi,23,18
littl,23,18
alway,23,18
great,23,18
receiv,23,18
boy,22,18
year,22,18
long,22,18
yet,22,18
away,22,18
heard,22,18
thu,22,18
letter,22,18
say,22,18
imperi,21,18
brother,21,18
privat,21,18
circumst,21,18
seem,21,18
sister,21,18
though,21,18
take,20,18
without,20,18
well,20,18
remain,20,18
ever,20,18
play,20,18
look,20,18
pleasant,20,18
appar,20,18
life,19,18
posit,19,18
saw,19,18
