text,size,topic
come,98,0
one,88,0
women,81,0
ladi,78,0
young,68,0
thing,59,0
even,55,0
came,54,0
like,52,0
look,52,0
wing,50,0
thought,50,0
seem,46,0
now,46,0
beauti,44,0
father,44,0
told,41,0
went,40,0
will,40,0
girl,40,0
said,39,0
night,35,0
way,35,0
pass,34,0
new,34,0
littl,34,0
smile,33,0
much,32,0
east,30,0
yet,29,0
garden,29,0
carriag,29,0
man,29,0
alway,28,0
found,28,0
paper,28,0
sever,27,0
room,27,0
still,26,0
well,26,0
wish,26,0
daughter,26,0
took,26,0
go,25,0
time,25,0
hour,25,0
think,25,0
made,25,0
troubl,25,0
brought,25,0
care,25,0
robe,24,0
good,24,0
face,24,0
sort,24,0
strang,23,0
court,23,0
send,23,0
want,22,0
back,22,0
pleas,22,0
interest,22,0
can,22,0
sister,22,0
flower,21,0
word,21,0
expect,21,0
seen,21,0
make,20,0
mother,20,0
lay,20,0
call,20,0
manner,19,0
old,19,0
sinc,19,0
year,19,0
put,19,0
insid,19,0
away,19,0
hair,19,0
dazzl,19,0
upon,19,0
piti,18,0
wrote,18,0
pictur,18,0
get,18,0
posit,18,0
sadli,18,0
abl,18,0
done,18,0
someon,18,0
saw,18,0
mist,18,0
see,18,0
wind,18,0
must,17,0
rustic,17,0
left,17,0
pretti,17,0
last,17,0
