text,size,topic
one,103,6
ladi,99,6
seem,76,6
thought,74,6
day,67,6
emperor,66,6
princ,60,6
now,58,6
time,55,6
year,55,6
old,49,6
even,47,6
made,44,6
court,44,6
autumn,41,6
see,39,6
said,39,6
upon,38,6
though,35,6
among,35,6
came,34,6
set,34,6
like,33,6
father,33,6
left,31,6
went,31,6
look,31,6
still,30,6
way,29,6
world,29,6
month,29,6
come,29,6
rank,28,6
sent,28,6
women,28,6
littl,27,6
present,26,6
robe,26,6
make,26,6
long,25,6
daughter,25,6
poem,25,6
brought,25,6
great,24,6
mother,24,6
new,24,6
good,24,6
well,24,6
leav,24,6
yet,23,6
high,23,6
quit,23,6
two,23,6
place,23,6
carriag,22,6
tear,22,6
move,22,6
minist,22,6
life,22,6
men,22,6
must,22,6
palac,22,6
hous,22,6
much,21,6
might,21,6
man,21,6
courtier,21,6
garden,21,6
mani,21,6
beauti,20,6
think,20,6
chines,20,6
peopl,20,6
sever,20,6
perhap,20,6
music,20,6
wish,20,6
night,19,6
inde,19,6
took,19,6
offer,19,6
servic,19,6
want,19,6
without,19,6
blossom,19,6
attent,18,6
live,18,6
repli,18,6
call,18,6
royal,18,6
visit,17,6
spring,17,6
hand,17,6
pass,17,6
citi,17,6
saw,17,6
back,17,6
son,17,6
crown,17,6
taken,17,6
