text,size,topic
mismatch,24,8
degrad,24,8
one,1,8
must,1,8
come,1,8
seem,1,8
even,1,8
ladi,1,8
might,1,8
think,1,8
day,1,8
will,1,8
look,1,8
now,1,8
like,1,8
thought,1,8
man,1,8
away,1,8
world,1,8
know,1,8
modestli,1,8
see,1,8
women,1,8
long,1,8
came,1,8
make,1,8
time,1,8
girl,1,8
way,1,8
back,1,8
said,1,8
littl,1,8
go,1,8
night,1,8
woman,1,8
made,1,8
year,1,8
good,1,8
well,1,8
can,1,8
father,1,8
t,1,8
still,1,8
much,1,8
thing,1,8
went,1,8
old,1,8
hous,1,8
though,1,8
quit,1,8
wish,1,8
left,1,8
princess,1,8
great,1,8
sad,1,8
say,1,8
noth,1,8
beauti,1,8
life,1,8
want,1,8
young,1,8
place,1,8
upon,1,8
pleas,1,8
sure,1,8
sort,1,8
feel,1,8
cours,1,8
talk,1,8
take,1,8
anoth,1,8
leav,1,8
found,1,8
may,1,8
visit,1,8
care,1,8
tear,1,8
quiet,1,8
call,1,8
someth,1,8
live,1,8
happen,1,8
emperor,1,8
sent,1,8
peopl,1,8
governor,1,8
turn,1,8
princ,1,8
certain,1,8
rather,1,8
just,1,8
knew,1,8
mother,1,8
worri,1,8
far,1,8
tell,1,8
hope,1,8
find,1,8
hand,1,8
answer,1,8
