text,size,topic
littl,60,13
son,57,13
seem,56,13
well,55,13
danc,49,13
must,47,13
princ,46,13
see,41,13
offic,39,13
care,38,13
now,37,13
moon,37,13
one,36,13
though,36,13
visit,35,13
said,34,13
ill,33,13
world,32,13
like,32,13
come,32,13
go,30,13
tear,30,13
day,29,13
leav,29,13
even,28,13
left,28,13
old,28,13
second,27,13
came,26,13
singl,26,13
know,25,13
thing,25,13
want,25,13
smile,25,13
year,25,13
red,24,13
higekuro,24,13
dancer,24,13
grave,23,13
eleg,23,13
harder,23,13
farewel,23,13
guard,23,13
robe,23,13
think,23,13
might,23,13
behind,22,13
man,22,13
last,22,13
toward,22,13
affair,21,13
sinc,21,13
sure,21,13
say,21,13
wait,20,13
right,20,13
princess,20,13
dwell,19,13
set,19,13
grace,19,13
young,19,13
led,18,13
alway,18,13
spring,18,13
show,18,13
manner,18,13
elabor,18,13
age,17,13
wrote,17,13
spite,17,13
touch,17,13
rel,17,13
feel,17,13
give,17,13
make,17,13
shrine,17,13
understand,17,13
sort,17,13
reach,16,13
long,16,13
away,16,13
blind,16,13
made,16,13
mind,16,13
third,16,13
high,16,13
home,16,13
music,16,13
sever,16,13
singlet,16,13
festiv,16,13
pretend,16,13
vulgar,16,13
current,16,13
shoal,16,13
downstream,16,13
dismount,16,13
select,16,13
assign,16,13
respect,16,13
