text,size,topic
t,231,19
governor,193,19
girl,136,19
good,124,19
wife,95,19
daughter,92,19
one,81,19
know,81,19
say,80,19
don,76,19
man,73,19
ll,68,19
mother,68,19
think,67,19
young,67,19
just,67,19
thing,62,19
ve,62,19
go,57,19
said,57,19
might,56,19
m,55,19
like,54,19
look,52,19
well,52,19
seem,52,19
make,51,19
tell,50,19
lieuten,47,19
thought,46,19
see,45,19
want,43,19
can,42,19
time,41,19
now,41,19
ask,40,19
will,38,19
peopl,37,19
get,37,19
way,37,19
even,36,19
happen,35,19
d,34,19
littl,33,19
father,33,19
better,31,19
marri,31,19
away,30,19
everyth,30,19
sister,30,19
won,29,19
place,29,19
find,28,19
ladi,28,19
feel,28,19
enough,27,19
high,27,19
anoth,27,19
didn,27,19
life,26,19
give,26,19
husband,26,19
wait,26,19
call,26,19
matter,26,19
went,25,19
right,24,19
let,24,19
world,24,19
much,24,19
day,23,19
mind,23,19
majesti,23,19
women,23,19
poor,23,19
match,23,19
mayb,22,19
expect,22,19
troubl,22,19
heard,22,19
manner,21,19
someth,21,19
doesn,20,19
came,20,19
long,20,19
mean,20,19
year,20,19
nurs,20,19
talk,20,19
far,20,19
law,20,19
though,20,19
realli,19,19
rank,19,19
fine,19,19
back,19,19
himegimi,19,19
take,19,19
new,19,19
famili,19,19
