text,size,topic
one,1,18
said,1,18
ladi,1,18
thought,1,18
come,1,18
think,1,18
seem,1,18
made,1,18
now,1,18
must,1,18
look,1,18
came,1,18
princess,1,18
even,1,18
go,1,18
women,1,18
will,1,18
year,1,18
emperor,1,18
girl,1,18
way,1,18
went,1,18
make,1,18
thing,1,18
long,1,18
littl,1,18
man,1,18
time,1,18
see,1,18
father,1,18
though,1,18
know,1,18
world,1,18
much,1,18
mother,1,18
like,1,18
night,1,18
young,1,18
hous,1,18
away,1,18
might,1,18
still,1,18
ask,1,18
back,1,18
new,1,18
say,1,18
hand,1,18
old,1,18
inde,1,18
take,1,18
life,1,18
place,1,18
rather,1,18
robe,1,18
alway,1,18
great,1,18
quit,1,18
well,1,18
visit,1,18
princ,1,18
wish,1,18
day,1,18
noth,1,18
leav,1,18
live,1,18
upon,1,18
yet,1,18
court,1,18
just,1,18
feel,1,18
two,1,18
want,1,18
good,1,18
pass,1,18
cours,1,18
perhap,1,18
can,1,18
present,1,18
daughter,1,18
son,1,18
autumn,1,18
found,1,18
left,1,18
care,1,18
put,1,18
may,1,18
let,1,18
tell,1,18
peopl,1,18
t,1,18
room,1,18
woman,1,18
talk,1,18
pleas,1,18
turn,1,18
sure,1,18
poem,1,18
behind,1,18
anoth,1,18
took,1,18
