text,size,topic
one,91,17
seem,90,17
ladi,81,17
princ,68,17
cat,62,17
came,57,17
littl,52,17
thought,48,17
chines,46,17
might,45,17
blossom,41,17
crown,40,17
emperor,39,17
moon,39,17
now,38,17
made,34,17
poem,33,17
new,33,17
answer,33,17
robe,33,17
present,32,17
leav,32,17
door,32,17
see,31,17
year,31,17
night,30,17
way,30,17
among,29,17
danc,29,17
day,29,17
must,28,17
princess,28,17
fine,28,17
come,28,17
ask,28,17
peopl,26,17
courtier,26,17
tear,26,17
sleev,26,17
rather,26,17
left,25,17
call,25,17
garden,24,17
smile,24,17
certain,23,17
great,23,17
spring,23,17
close,23,17
gave,23,17
can,23,17
return,23,17
sun,23,17
tell,23,17
took,23,17
koto,22,17
feel,22,17
eye,22,17
alway,21,17
festiv,21,17
meet,21,17
deep,21,17
beauti,21,17
look,21,17
move,20,17
caught,20,17
said,20,17
wave,20,17
want,20,17
man,20,17
wonder,20,17
women,20,17
insect,19,17
almost,19,17
still,19,17
set,19,17
month,19,17
heart,19,17
well,19,17
handsom,18,17
much,18,17
help,18,17
order,18,17
insid,18,17
somewhat,18,17
though,18,17
someth,18,17
let,18,17
plum,18,17
voic,18,17
dress,17,17
suma,17,17
everyon,17,17
empress,17,17
think,17,17
back,17,17
cours,17,17
interest,16,17
sort,16,17
behind,16,17
pass,16,17
