text,size,topic
seem,138,7
koto,109,7
ladi,103,7
one,96,7
princ,81,7
said,78,7
young,72,7
blossom,64,7
play,62,7
good,59,7
like,55,7
daughter,55,7
plum,52,7
spring,47,7
thought,46,7
rather,45,7
music,45,7
littl,45,7
time,45,7
see,45,7
instrument,42,7
even,40,7
year,39,7
much,39,7
might,36,7
inde,36,7
think,33,7
let,33,7
came,33,7
flute,32,7
though,32,7
alway,32,7
come,32,7
still,32,7
women,32,7
day,32,7
someth,31,7
poem,31,7
way,30,7
may,29,7
son,28,7
away,28,7
fine,28,7
can,28,7
cherri,27,7
beauti,27,7
string,27,7
father,27,7
keep,27,7
new,27,7
now,27,7
japanes,27,7
hear,26,7
court,26,7
interest,26,7
quarter,26,7
yet,26,7
chines,26,7
princess,26,7
call,26,7
lute,26,7
night,25,7
look,25,7
sort,25,7
boy,25,7
hand,25,7
best,24,7
realli,24,7
quit,24,7
put,23,7
wind,23,7
great,23,7
room,23,7
perhap,23,7
garden,22,7
old,22,7
just,21,7
branch,21,7
master,21,7
hotaru,21,7
long,21,7
went,20,7
want,20,7
sound,20,7
make,20,7
must,20,7
join,20,7
men,19,7
set,19,7
brother,19,7
give,19,7
made,19,7
quiet,19,7
third,19,7
snow,19,7
place,19,7
flower,19,7
blind,19,7
autumn,19,7
breez,19,7
