text,size,topic
ladi,156,15
princ,123,15
emperor,109,15
one,79,15
new,68,15
mother,63,15
son,62,15
daughter,59,15
now,57,15
minist,55,15
thought,49,15
might,48,15
see,47,15
court,47,15
much,44,15
thing,40,15
crown,39,15
love,38,15
high,38,15
come,38,15
makibashira,37,15
hotaru,36,15
old,36,15
life,36,15
pass,34,15
seem,34,15
princess,33,15
must,33,15
feel,32,15
sometim,32,15
boy,31,15
world,31,15
wife,31,15
even,30,15
day,30,15
back,30,15
affect,30,15
long,30,15
still,30,15
look,29,15
ceremoni,29,15
think,29,15
say,28,15
girl,28,15
peopl,28,15
live,27,15
make,27,15
rather,26,15
sort,25,15
cours,24,15
fact,24,15
said,24,15
though,24,15
came,24,15
quit,24,15
hous,23,15
rank,23,15
yet,23,15
without,22,15
beauti,22,15
howev,21,15
attent,21,15
interest,21,15
upon,21,15
resent,21,15
face,21,15
inde,20,15
go,20,15
reach,20,15
year,19,15
first,19,15
brother,19,15
time,19,15
occas,19,15
take,19,15
sister,18,15
grand,18,15
longer,18,15
offic,18,15
man,18,15
alway,18,15
father,18,15
visit,18,15
aunt,17,15
poem,17,15
eldest,17,15
turn,17,15
troubl,17,15
never,17,15
piti,17,15
made,17,15
among,17,15
mind,17,15
hand,17,15
becam,17,15
women,17,15
receiv,17,15
like,16,15
young,16,15
certain,16,15
