text,size,topic
perfum,161,3
said,104,3
ladi,92,3
princ,82,3
one,79,3
plum,71,3
brought,58,3
blend,49,3
blossom,47,3
branch,47,3
two,46,3
hand,46,3
jar,44,3
daughter,34,3
best,34,3
come,34,3
month,34,3
even,34,3
day,34,3
old,34,3
must,34,3
came,34,3
let,34,3
secret,34,3
empress,34,3
red,34,3
censer,32,3
initi,27,3
ceremoni,25,3
talk,24,3
tradit,24,3
hotaru,24,3
immedi,24,3
brocad,24,3
rose,23,3
wing,23,3
poem,23,3
hall,23,3
gift,23,3
detail,23,3
set,23,3
think,23,3
wish,23,3
though,23,3
court,23,3
peopl,23,3
great,23,3
time,23,3
among,23,3
now,23,3
go,23,3
princess,23,3
father,23,3
take,23,3
sent,23,3
new,23,3
ask,23,3
room,23,3
near,23,3
find,23,3
chines,23,3
brother,23,3
gave,23,3
eleg,23,3
work,23,3
messeng,23,3
famili,23,3
prepar,23,3
second,23,3
fallen,23,3
main,23,3
finest,23,3
stream,23,3
damask,23,3
review,23,3
admir,23,3
buri,23,3
offici,23,3
kyushu,23,3
seal,20,3
origin,12,3
insist,12,3
judg,12,3
readi,12,3
wine,12,3
scent,12,3
competit,12,3
rain,12,3
intens,12,3
larg,12,3
import,12,3
fragranc,12,3
tie,12,3
repli,12,3
sound,12,3
guest,12,3
reach,12,3
earli,12,3
shall,12,3
upon,12,3
