text,size,topic
paint,87,4
old,83,4
boat,79,4
came,76,4
come,73,4
dream,70,4
sea,61,4
lord,53,4
might,48,4
yoshikiyo,47,4
saisho,46,4
sent,46,4
even,45,4
coast,45,4
messag,44,4
along,44,4
men,43,4
strang,43,4
father,42,4
back,42,4
now,41,4
shore,40,4
littl,37,4
brought,36,4
figur,36,4
put,36,4
still,36,4
away,34,4
besid,32,4
wind,32,4
troubl,32,4
moon,32,4
pictur,32,4
real,31,4
seem,31,4
great,31,4
comrad,30,4
look,30,4
stand,30,4
must,29,4
new,28,4
man,26,4
cheer,26,4
year,26,4
happi,25,4
citi,25,4
line,24,4
ask,24,4
clear,24,4
defer,24,4
monk,24,4
caption,24,4
viceroy,24,4
detail,23,4
governor,23,4
plead,23,4
assist,22,4
told,22,4
four,22,4
done,22,4
face,22,4
like,22,4
acquaint,21,4
upon,21,4
hill,21,4
numer,20,4
see,20,4
sky,20,4
sign,20,4
take,20,4
appoint,19,4
gees,19,4
last,19,4
box,19,4
way,19,4
answer,18,4
think,18,4
hear,18,4
bright,18,4
tion,18,4
go,18,4
time,18,4
home,17,4
sad,17,4
green,16,4
bamboo,16,4
can,16,4
place,16,4
name,16,4
fall,16,4
help,16,4
readi,16,4
wors,16,4
season,16,4
sun,16,4
daylight,16,4
beach,16,4
tide,16,4
sibl,16,4
jet,16,4
