text,size,topic
play,3720,9
koto,2882,9
instrument,1700,9
string,1660,9
music,1127,9
hear,957,9
moon,834,9
perform,802,9
flute,790,9
old,731,9
sound,710,9
one,700,9
like,643,9
skill,640,9
tune,629,9
song,609,9
time,594,9
even,569,9
produc,569,9
tone,567,9
though,551,9
biwa,530,9
lute,509,9
master,497,9
feel,495,9
mode,469,9
much,444,9
seven,436,9
peopl,431,9
autumn,428,9
pine,410,9
said,406,9
thirteen,406,9
away,400,9
nun,389,9
style,382,9
learn,375,9
concert,356,9
year,340,9
seem,339,9
past,335,9
listen,314,9
ladi,314,9
noviti,312,9
woman,310,9
littl,309,9
repli,300,9
young,298,9
techniqu,295,9
move,295,9
back,293,9
heard,290,9
made,289,9
six,286,9
mountain,279,9
way,279,9
pluck,279,9
left,278,9
japanes,276,9
world,275,9
daughter,274,9
charm,268,9
well,266,9
wind,261,9
live,260,9
day,253,9
sinc,251,9
mother,249,9
man,247,9
sing,247,9
accompani,247,9
garden,246,9
love,245,9
variou,235,9
felt,230,9
togeth,228,9
now,227,9
realli,227,9
note,219,9
delight,215,9
second,212,9
look,212,9
set,208,9
just,208,9
overton,206,9
sad,206,9
breez,205,9
middl,201,9
yearn,194,9
began,194,9
mind,192,9
still,191,9
month,189,9
princess,188,9
come,182,9
use,181,9
want,179,9
devot,178,9
resid,178,9
oi,178,9
