text,size,topic
day,1049,0
perform,925,0
princ,912,0
emperor,843,0
banquet,710,0
palac,691,0
present,660,0
poem,649,0
music,642,0
danc,618,0
blossom,592,0
offici,565,0
garden,551,0
boat,547,0
rank,542,0
chines,538,0
time,536,0
two,529,0
even,528,0
spring,522,0
majesti,520,0
celebr,508,0
seem,487,0
one,485,0
set,438,0
autumn,435,0
hall,429,0
musician,415,0
parti,411,0
court,391,0
son,390,0
vers,381,0
long,377,0
gift,367,0
occas,365,0
resid,364,0
courtier,363,0
view,359,0
month,353,0
year,350,0
cherri,343,0
line,343,0
like,342,0
string,341,0
imperi,339,0
now,338,0
main,336,0
compos,334,0
prepar,326,0
tree,319,0
dancer,319,0
men,317,0
magnific,310,0
season,306,0
flower,303,0
just,295,0
receiv,291,0
song,289,0
crown,287,0
koto,287,0
around,283,0
includ,279,0
brought,279,0
variou,272,0
four,270,0
bird,270,0
pond,261,0
select,261,0
chamberlain,257,0
mani,256,0
plan,254,0
ceremoni,254,0
order,249,0
women,249,0
old,247,0
reward,246,0
seat,246,0
branch,245,0
serv,244,0
instrument,238,0
event,238,0
pass,237,0
style,235,0
blue,234,0
father,233,0
full,233,0
color,232,0
attend,232,0
larg,229,0
sponsor,229,0
along,224,0
ladi,224,0
play,223,0
bloom,223,0
look,219,0
across,219,0
formal,219,0
foliag,217,0
accompani,213,0
high,213,0
