text,size,topic
play,1476,14
danc,1221,14
perform,1018,14
princess,1009,14
string,891,14
koto,871,14
third,797,14
dancer,759,14
rehears,721,14
littl,720,14
maiden,593,14
major,540,14
counselor,529,14
well,526,14
time,514,14
omiya,487,14
look,471,14
boy,462,14
one,450,14
instrument,437,14
though,411,14
ladi,408,14
seem,396,14
make,395,14
note,393,14
took,392,14
mode,388,14
concert,386,14
present,383,14
even,377,14
flute,377,14
produc,371,14
robe,370,14
just,336,14
everyon,331,14
care,329,14
made,328,14
right,296,14
now,293,14
expect,291,14
tune,288,14
least,287,14
seven,277,14
musician,274,14
style,270,14
push,265,14
howev,260,14
felt,260,14
accomplish,259,14
voic,256,14
attract,249,14
month,246,14
everi,244,14
princesss,241,14
think,241,14
relief,237,14
thought,231,14
said,229,14
show,229,14
sorri,227,14
son,225,14
clear,223,14
nose,222,14
appeal,222,14
listen,219,14
master,216,14
thirteen,215,14
day,213,14
twirl,211,14
women,211,14
around,210,14
gentl,210,14
return,209,14
light,208,14
music,208,14
woman,207,14
enough,203,14
two,201,14
enchant,201,14
gain,200,14
dont,200,14
train,198,14
still,197,14
wonder,196,14
hand,196,14
must,196,14
unusu,194,14
keep,191,14
eleventh,189,14
pressur,189,14
curtain,189,14
wife,189,14
left,189,14
conclus,188,14
beauti,183,14
eleg,183,14
tutor,182,14
sound,176,14
winecup,174,14
togeth,174,14
