text,size,topic
robe,975,3
look,941,3
ladi,810,3
one,617,3
like,616,3
attend,584,3
women,538,3
young,504,3
even,472,3
woman,455,3
princess,428,3
now,414,3
see,414,3
poem,400,3
made,396,3
go,390,3
day,389,3
carriag,381,3
face,377,3
resid,364,3
make,342,3
seem,336,3
just,318,3
time,314,3
though,311,3
letter,306,3
well,303,3
set,297,3
feel,296,3
father,287,3
sinc,284,3
men,284,3
littl,283,3
back,277,3
color,276,3
wait,270,3
year,268,3
open,261,3
thought,259,3
around,254,3
hair,253,3
rank,251,3
felt,250,3
old,250,3
beauti,249,3
use,247,3
repli,246,3
place,243,3
line,243,3
sent,242,3
must,239,3
way,237,3
palac,235,3
governor,235,3
night,235,3
still,235,3
rather,229,3
present,225,3
appear,225,3
younger,224,3
stand,224,3
howev,223,3
might,220,3
sister,219,3
man,218,3
come,214,3
daughter,214,3
mani,212,3
hand,210,3
side,206,3
smile,205,3
cloth,203,3
thing,202,3
think,202,3
girl,201,3
came,196,3
first,195,3
style,192,3
dress,191,3
white,188,3
room,188,3
wonder,186,3
older,182,3
gate,181,3
noth,179,3
love,178,3
insid,177,3
find,177,3
long,177,3
arriv,176,3
quarter,175,3
minist,174,3
brought,172,3
door,172,3
went,171,3
serv,170,3
found,170,3
formal,169,3
realli,166,3
wife,166,3
