text,size,topic
nighttim,490,17
scrap,382,17
unidentifi,251,17
hoot,251,17
extract,251,17
traitor,251,17
homecom,251,17
stationmast,251,17
towrop,251,17
qin,251,17
dynasti,251,17
thiev,251,17
asper,251,17
languid,227,17
tore,20,17
destroy,12,17
time,12,17
like,12,17
letter,11,17
now,11,17
even,11,17
one,11,17
daughter,11,17
will,11,17
look,11,17
must,11,17
go,11,17
feel,11,17
might,11,17
father,11,17
princ,11,17
just,11,17
son,11,17
princess,11,17
women,11,17
see,11,17
ladi,11,17
seem,11,17
day,11,17
young,11,17
take,11,17
way,11,17
come,11,17
thought,11,17
woman,11,17
palac,11,17
villa,11,17
say,11,17
resid,11,17
mani,11,17
felt,11,17
though,11,17
man,11,17
heart,11,17
world,11,17
thing,11,17
pass,11,17
live,11,17
know,11,17
never,11,17
attend,11,17
think,11,17
can,11,17
littl,11,17
heard,11,17
told,11,17
well,11,17
long,11,17
make,11,17
life,11,17
court,11,17
wonder,11,17
call,11,17
night,11,17
much,11,17
made,11,17
noth,11,17
leav,11,17
away,11,17
arriv,11,17
find,11,17
back,11,17
serv,11,17
said,11,17
year,11,17
sinc,11,17
wife,11,17
want,11,17
found,11,17
went,11,17
behind,11,17
move,11,17
men,11,17
lost,11,17
peopl,11,17
wait,11,17
still,11,17
place,11,17
mind,11,17
suffer,11,17
