text,size,topic
princess,1421,10
woman,866,10
one,848,10
even,833,10
look,713,10
man,709,10
women,675,10
third,584,10
feel,575,10
will,572,10
daughter,557,10
make,555,10
go,498,10
time,489,10
father,461,10
like,454,10
just,451,10
way,447,10
still,447,10
may,446,10
ladi,434,10
young,428,10
mani,426,10
never,393,10
well,378,10
take,375,10
relationship,373,10
thing,373,10
heard,365,10
alway,363,10
heart,342,10
come,333,10
can,330,10
statu,329,10
though,325,10
now,320,10
close,317,10
son,316,10
think,306,10
affair,304,10
want,300,10
might,296,10
let,294,10
wife,287,10
thought,281,10
cours,278,10
realli,273,10
find,268,10
court,265,10
seem,264,10
care,260,10
first,258,10
pass,257,10
sinc,256,10
matter,255,10
quarter,245,10
keep,242,10
much,242,10
consid,239,10
someon,237,10
set,237,10
husband,236,10
found,235,10
peopl,234,10
natur,231,10
mother,227,10
situat,224,10
give,221,10
princ,217,10
away,212,10
see,211,10
marri,210,10
case,208,10
men,207,10
assum,204,10
attend,204,10
say,200,10
minist,198,10
wait,195,10
must,195,10
older,194,10
know,193,10
without,189,10
howev,187,10
attract,186,10
intim,186,10
whose,186,10
brought,183,10
move,183,10
anyth,183,10
ever,182,10
came,179,10
sister,179,10
littl,177,10
noth,176,10
remain,176,10
live,176,10
wonder,175,10
back,175,10
place,174,10
