text,size,topic
daughter,1813,11
son,1200,11
princ,1054,11
palac,1053,11
emperor,1010,11
young,887,11
majesti,873,11
court,771,11
minist,764,11
father,675,11
now,631,11
consort,590,11
one,585,11
even,556,11
year,550,11
mother,549,11
time,540,11
ladi,518,11
serv,504,11
wife,491,11
mani,477,11
man,474,11
take,459,11
look,448,11
crown,433,11
major,432,11
imperi,423,11
ceremoni,414,11
made,409,11
world,392,11
captain,373,11
will,358,11
rank,355,11
make,351,11
left,348,11
never,345,11
give,345,11
servic,344,11
well,337,11
turn,337,11
princess,331,11
right,330,11
resid,330,11
woman,322,11
howev,321,11
matter,316,11
visit,313,11
given,311,11
retir,307,11
empress,301,11
special,301,11
still,295,11
seem,288,11
want,288,11
thing,287,11
also,286,11
though,285,11
life,283,11
first,280,11
support,278,11
posit,278,11
go,277,11
thought,276,11
boy,276,11
two,272,11
come,272,11
way,270,11
women,269,11
might,269,11
counselor,266,11
age,266,11
care,265,11
alway,254,11
promot,254,11
princip,251,11
day,250,11
chancellor,241,11
consid,241,11
children,240,11
high,238,11
peopl,238,11
late,237,11
birth,234,11
much,233,11
event,233,11
feel,230,11
plan,229,11
just,228,11
occas,227,11
heart,227,11
hope,223,11
famili,223,11
brother,223,11
pass,222,11
honor,221,11
cours,220,11
yet,219,11
long,217,11
favor,215,11
remark,215,11
