text,size,topic
outing,477,15
yamabuki,246,15
overspread,246,15
venu,246,15
twig,246,15
retun,246,15
woodcutt,246,15
rot,246,15
paddl,246,15
store,246,15
suffici,246,15
tortois,246,15
channel,246,15
beak,246,15
doubl,246,15
launch,246,15
steer,246,15
hum,246,15
droop,246,15
inlet,246,15
rapid,246,15
enfold,246,15
woven,15,15
immort,11,15
island,11,15
like,11,15
one,11,15
pond,11,15
ladi,11,15
young,11,15
captur,11,15
southwest,11,15
shape,11,15
even,11,15
seem,11,15
pleasur,11,15
thrill,11,15
boat,11,15
around,11,15
women,11,15
now,11,15
garden,11,15
day,11,15
time,11,15
go,11,15
rippl,11,15
view,11,15
want,11,15
wait,11,15
made,11,15
look,11,15
thank,11,15
year,11,15
tree,11,15
princess,11,15
lost,11,15
spring,11,15
resid,11,15
move,11,15
might,11,15
alway,11,15
perform,11,15
see,11,15
visit,11,15
feel,11,15
back,11,15
pass,11,15
middl,11,15
son,11,15
woman,11,15
thought,11,15
head,11,15
leav,11,15
felt,11,15
serv,11,15
though,11,15
still,11,15
away,11,15
princ,11,15
make,11,15
mountain,11,15
consider,11,15
motif,11,15
must,11,15
slack,11,15
moss,11,15
man,11,15
will,11,15
rose,11,15
isl,11,15
play,11,15
third,11,15
world,11,15
say,11,15
sinc,11,15
happen,11,15
well,11,15
mani,11,15
color,11,15
come,11,15
