text,size,topic
said,93,2
one,86,2
priest,85,2
boat,70,2
thought,62,2
dream,62,2
coast,54,2
now,47,2
repli,47,2
come,47,2
attend,47,2
told,40,2
friend,39,2
might,39,2
say,39,2
time,39,2
heard,39,2
feel,39,2
think,39,2
yet,39,2
wish,39,2
princ,39,2
came,39,2
much,39,2
nun,39,2
yoshikiyo,39,2
therefor,32,2
even,31,2
place,31,2
littl,31,2
may,31,2
retir,31,2
take,31,2
believ,31,2
remain,31,2
room,31,2
though,31,2
strang,31,2
prayer,31,2
moon,24,2
seen,24,2
leav,24,2
near,24,2
offer,24,2
talk,24,2
howev,24,2
visit,24,2
gave,24,2
perhap,24,2
pass,24,2
must,24,2
see,24,2
part,24,2
went,24,2
appear,24,2
thing,24,2
present,24,2
let,23,2
father,23,2
also,23,2
tell,23,2
reason,23,2
day,23,2
return,23,2
answer,23,2
can,23,2
circumst,23,2
slight,23,2
soon,23,2
mountain,23,2
continu,23,2
subject,23,2
known,23,2
night,23,2
alon,23,2
resign,23,2
month,23,2
breez,17,2
dew,16,2
struck,16,2
direct,16,2
wave,16,2
best,16,2
sky,16,2
away,16,2
hand,16,2
express,16,2
kind,16,2
woman,16,2
seem,16,2
man,16,2
arriv,16,2
go,16,2
life,16,2
care,16,2
sound,16,2
person,16,2
first,16,2
whose,16,2
world,16,2
