text,size,topic
now,77,1
time,67,1
play,57,1
sent,55,1
thought,52,1
also,49,1
daughter,49,1
one,48,1
emperor,48,1
priest,47,1
hand,45,1
mani,42,1
day,41,1
well,39,1
carri,39,1
come,38,1
like,37,1
even,37,1
follow,37,1
mansion,34,1
began,34,1
sever,31,1
away,30,1
appear,29,1
still,28,1
summer,28,1
biwa,28,1
becam,28,1
friend,27,1
fear,27,1
will,27,1
capit,27,1
though,27,1
cicada,26,1
might,26,1
naoshi,26,1
happen,25,1
happi,25,1
upon,25,1
say,24,1
wish,24,1
took,24,1
felt,24,1
desir,24,1
koto,24,1
soh,24,1
latter,23,1
word,23,1
lord,23,1
amus,23,1
becom,23,1
soon,23,1
year,23,1
back,22,1
hous,22,1
write,22,1
present,22,1
convers,22,1
past,21,1
went,21,1
sash,21,1
may,21,1
letter,21,1
kami,20,1
first,20,1
think,20,1
repli,20,1
see,20,1
among,20,1
old,20,1
high,20,1
tree,19,1
state,19,1
thing,19,1
servic,19,1
tast,19,1
mind,19,1
work,19,1
posit,19,1
skill,19,1
art,19,1
mandolin,19,1
pass,19,1
littl,18,1
manner,18,1
autumn,18,1
differ,18,1
made,18,1
departur,18,1
hour,17,1
without,17,1
return,17,1
late,17,1
often,17,1
sinc,17,1
shall,17,1
futur,17,1
know,17,1
quit,16,1
therefor,16,1
