text,size,topic
one,109,3
may,86,3
even,75,3
princess,64,3
thought,51,3
ladi,48,3
will,47,3
said,46,3
must,46,3
true,45,3
often,43,3
man,42,3
carri,42,3
can,42,3
eye,42,3
repli,41,3
howev,40,3
alway,40,3
go,39,3
much,39,3
kami,38,3
like,37,3
might,37,3
high,37,3
hear,36,3
appear,36,3
sama,35,3
charm,35,3
made,34,3
perhap,34,3
posit,34,3
koto,32,3
say,31,3
know,31,3
therefor,31,3
home,30,3
proceed,30,3
littl,28,3
time,28,3
busi,28,3
natur,28,3
way,27,3
upon,27,3
part,27,3
reason,26,3
remark,26,3
amus,26,3
bear,26,3
mani,26,3
best,26,3
without,26,3
music,25,3
good,24,3
woman,24,3
affect,24,3
heard,24,3
let,24,3
class,24,3
still,24,3
last,23,3
patienc,23,3
left,23,3
far,23,3
circumst,23,3
come,23,3
palac,23,3
answer,23,3
yet,22,3
girl,22,3
also,22,3
make,22,3
mind,22,3
wish,22,3
favor,21,3
seem,21,3
attent,20,3
went,20,3
though,20,3
togeth,20,3
never,20,3
keep,20,3
becom,20,3
becam,19,3
place,19,3
whose,19,3
import,19,3
imagin,19,3
now,19,3
leav,18,3
great,18,3
slight,18,3
see,18,3
admir,18,3
thu,18,3
experi,18,3
pictur,18,3
affair,18,3
quit,18,3
dress,17,3
exclaim,17,3
