text,size,topic
one,84,9
now,80,9
princess,79,9
said,79,9
emperor,73,9
time,73,9
mansion,72,9
father,68,9
go,64,9
ladi,59,9
still,54,9
day,50,9
take,47,9
long,46,9
made,45,9
came,44,9
will,43,9
also,43,9
say,42,9
see,42,9
late,41,9
place,41,9
return,41,9
come,40,9
becom,40,9
princ,40,9
becam,39,9
mother,39,9
littl,39,9
leav,39,9
thought,37,9
young,35,9
dead,35,9
retir,35,9
carriag,35,9
think,35,9
daughter,34,9
wish,34,9
left,34,9
even,34,9
told,34,9
present,33,9
dress,32,9
might,30,9
capit,29,9
girl,28,9
must,28,9
year,27,9
often,27,9
better,27,9
state,27,9
therefor,26,9
nijio,26,9
howev,26,9
way,26,9
life,25,9
like,25,9
ex,25,9
chang,25,9
noth,25,9
never,24,9
may,24,9
realli,24,9
can,24,9
away,24,9
arriv,23,9
much,23,9
event,22,9
perform,22,9
pass,22,9
public,22,9
repli,22,9
peopl,22,9
appar,21,9
face,21,9
kind,21,9
look,21,9
son,20,9
let,20,9
part,20,9
happen,20,9
aunt,20,9
went,20,9
upon,19,9
latter,19,9
continu,19,9
thing,18,9
empress,18,9
side,18,9
last,18,9
sister,18,9
soon,18,9
quit,18,9
start,18,9
order,17,9
offic,17,9
old,17,9
affair,17,9
room,17,9
apart,17,9
