text,size,topic
ladi,111,8
now,100,8
said,88,8
boy,88,8
might,79,8
one,72,8
thought,69,8
room,57,8
see,56,8
think,54,8
say,53,8
still,53,8
sister,52,8
howev,51,8
even,50,8
know,46,8
kami,46,8
princ,45,8
will,44,8
yet,44,8
time,41,8
made,41,8
perhap,40,8
emperor,38,8
look,36,8
seem,36,8
ki,35,8
repli,35,8
like,35,8
feel,33,8
moment,33,8
apart,32,8
quit,32,8
letter,31,8
also,30,8
return,30,8
present,30,8
word,29,8
felt,29,8
without,29,8
take,29,8
voic,28,8
day,28,8
follow,28,8
long,27,8
desir,27,8
hous,27,8
dream,26,8
make,26,8
wish,26,8
hand,25,8
heard,25,8
upon,24,8
becom,24,8
exclaim,24,8
eye,24,8
answer,23,8
heart,23,8
though,22,8
world,22,8
saw,22,8
mean,22,8
appear,22,8
mind,22,8
came,22,8
side,21,8
inde,21,8
notic,21,8
light,21,8
enter,21,8
carri,21,8
posit,21,8
may,20,8
messag,20,8
approach,20,8
began,20,8
can,20,8
retir,20,8
visit,20,8
friend,20,8
fear,19,8
beauti,19,8
well,19,8
soon,19,8
ad,19,8
way,19,8
tell,19,8
palac,19,8
part,19,8
back,19,8
discov,19,8
first,18,8
rose,18,8
went,18,8
come,18,8
tri,18,8
probabl,18,8
tree,17,8
place,17,8
go,17,8
