text,size,topic
one,94,5
time,78,5
now,75,5
said,68,5
even,67,5
emperor,66,5
thought,58,5
see,54,5
princess,52,5
made,48,5
also,47,5
still,45,5
day,45,5
may,45,5
princ,44,5
father,41,5
present,39,5
mother,39,5
like,38,5
pass,37,5
came,37,5
littl,37,5
will,36,5
much,36,5
girl,35,5
howev,35,5
look,35,5
mansion,35,5
ladi,35,5
flower,34,5
long,33,5
daughter,33,5
come,33,5
say,32,5
seem,30,5
might,30,5
court,30,5
yet,29,5
young,29,5
take,29,5
great,29,5
often,28,5
visit,28,5
place,28,5
think,28,5
thing,27,5
beauti,27,5
return,27,5
follow,26,5
went,26,5
palac,26,5
appear,26,5
mind,25,5
took,25,5
love,25,5
thu,25,5
left,25,5
sent,25,5
hous,24,5
home,24,5
year,23,5
last,23,5
appar,23,5
feel,23,5
without,23,5
away,22,5
attend,22,5
can,22,5
repli,21,5
old,21,5
way,21,5
child,21,5
know,21,5
room,21,5
began,21,5
must,21,5
dress,21,5
make,20,5
matter,20,5
late,20,5
go,20,5
soon,20,5
violet,20,5
good,19,5
becam,19,5
told,19,5
part,19,5
mani,18,5
becom,18,5
privat,18,5
upon,18,5
well,18,5
face,18,5
heard,18,5
saw,18,5
anoth,17,5
convers,17,5
age,17,5
back,17,5
differ,17,5
