text,size,topic
one,866,3
mother,714,3
governor,706,3
sakon,627,3
though,538,3
littl,499,3
said,492,3
place,485,3
thing,472,3
think,454,3
man,451,3
seem,444,3
made,435,3
might,423,3
make,417,3
peopl,404,3
now,396,3
girl,392,3
way,391,3
even,382,3
hous,357,3
see,346,3
child,337,3
children,330,3
kumoi,329,3
good,322,3
daughter,322,3
felt,320,3
better,319,3
take,319,3
inde,305,3
long,304,3
came,296,3
two,293,3
time,292,3
much,289,3
fact,286,3
famili,285,3
go,284,3
will,283,3
mind,282,3
quit,278,3
enough,276,3
room,275,3
still,272,3
realli,269,3
howev,265,3
far,264,3
certain,262,3
ukifun,258,3
come,257,3
can,255,3
rather,254,3
seen,253,3
father,249,3
ever,249,3
upon,247,3
first,237,3
look,235,3
told,233,3
found,233,3
find,232,3
like,231,3
young,231,3
ladi,227,3
thought,226,3
great,224,3
old,222,3
say,222,3
among,221,3
know,221,3
feel,219,3
women,212,3
began,208,3
present,200,3
dress,200,3
went,199,3
saw,199,3
end,198,3
nurs,195,3
night,194,3
moment,193,3
anyth,190,3
left,188,3
less,186,3
quarter,183,3
repli,182,3
palac,182,3
delight,181,3
day,181,3
believ,181,3
matter,179,3
light,178,3
live,176,3
bring,175,3
hand,174,3
posit,173,3
new,172,3
impress,172,3
side,172,3
