text,size,topic
hu,212,13
companya,212,13
fatuou,212,13
agitatedli,212,13
tawni,212,13
nil,212,13
rake,212,13
ahem,212,13
wretchedli,212,13
movementsseem,212,13
forcedkaoru,212,13
worlddrift,212,13
nicest,212,13
parley,212,13
lastso,212,13
snipe,212,13
heronc,212,13
rudderless,212,13
huethi,212,13
robust,212,13
presenceth,212,13
gentlest,212,13
reflectedto,212,13
forfeit,196,13
commonest,52,13
inextric,11,13
one,10,13
thing,10,13
now,10,13
seem,10,13
said,10,13
though,10,13
time,10,13
night,10,13
thought,10,13
come,10,13
feel,10,13
upon,10,13
last,10,13
like,10,13
letter,10,13
midwint,10,13
long,10,13
kozeri,10,13
moment,10,13
still,10,13
good,10,13
made,10,13
will,10,13
go,10,13
dumbfound,10,13
first,10,13
way,10,13
day,10,13
year,10,13
great,10,13
old,10,13
inde,10,13
see,10,13
even,10,13
coy,10,13
must,10,13
ladi,10,13
much,10,13
everi,10,13
leav,10,13
place,10,13
far,10,13
think,10,13
left,10,13
felt,10,13
make,10,13
noth,10,13
hand,10,13
hous,10,13
look,10,13
happen,10,13
back,10,13
without,10,13
know,10,13
say,10,13
world,10,13
came,10,13
better,10,13
strang,10,13
beauti,10,13
take,10,13
girl,10,13
well,10,13
get,10,13
ever,10,13
life,10,13
toward,10,13
room,10,13
present,10,13
went,10,13
tell,10,13
quit,10,13
posit,10,13
end,10,13
