text,size,topic
contradictori,217,10
moorsid,217,10
manuscript,217,10
decidedthi,217,10
noblest,217,10
onan,217,10
desirea,217,10
unmourn,217,10
garnish,217,10
idyl,217,10
predomin,217,10
admonit,217,10
songster,217,10
one,10,10
said,10,10
time,10,10
come,10,10
now,10,10
much,10,10
day,10,10
though,10,10
upon,10,10
great,10,10
look,10,10
even,10,10
ladi,10,10
inde,10,10
came,10,10
thought,10,10
see,10,10
feel,10,10
long,10,10
littl,10,10
hous,10,10
must,10,10
think,10,10
made,10,10
palac,10,10
go,10,10
year,10,10
child,10,10
will,10,10
father,10,10
still,10,10
quit,10,10
moment,10,10
seem,10,10
might,10,10
letter,10,10
like,10,10
old,10,10
way,10,10
soon,10,10
make,10,10
princ,10,10
mother,10,10
know,10,10
room,10,10
last,10,10
went,10,10
found,10,10
far,10,10
say,10,10
emperor,10,10
felt,10,10
thing,10,10
matter,10,10
never,10,10
left,10,10
first,10,10
take,10,10
present,10,10
young,10,10
visit,10,10
son,10,10
peopl,10,10
life,10,10
mani,10,10
ever,10,10
good,10,10
princess,10,10
regard,10,10
poem,10,10
knew,10,10
began,10,10
night,10,10
can,10,10
just,10,10
without,10,10
back,10,10
away,10,10
alway,10,10
find,10,10
well,10,10
alreadi,10,10
noth,10,10
less,10,10
kind,10,10
wait,10,10
answer,10,10
