text,size,topic
ryozen,1031,9
teacher,1015,9
princ,631,9
hachi,607,9
world,507,9
now,507,9
good,476,9
said,473,9
old,437,9
time,429,9
day,411,9
emperor,408,9
visit,382,9
thought,379,9
present,365,9
one,356,9
might,354,9
zithern,353,9
play,346,9
much,345,9
mind,337,9
come,330,9
way,324,9
perform,316,9
studi,308,9
hous,306,9
govern,301,9
still,291,9
last,290,9
ladi,278,9
spring,277,9
call,275,9
miya,274,9
inde,270,9
bowl,268,9
warbl,268,9
nightingal,268,9
board,268,9
lake,268,9
profess,263,9
musician,260,9
like,258,9
given,249,9
took,248,9
scorn,247,9
ever,231,9
great,223,9
person,219,9
set,219,9
consider,219,9
spiritu,218,9
late,214,9
will,213,9
song,211,9
turn,208,9
repli,207,9
felt,206,9
away,204,9
upon,203,9
mani,202,9
despit,202,9
today,200,9
recit,198,9
blossom,194,9
natur,194,9
voic,194,9
saw,193,9
back,192,9
year,191,9
shall,190,9
tree,190,9
evid,189,9
age,189,9
matter,188,9
even,188,9
brought,185,9
make,185,9
danc,182,9
heavenli,180,9
ni,180,9
vinaya,180,9
scholar,180,9
sochi,180,9
poet,180,9
springtim,180,9
gratifi,180,9
bird,180,9
feast,180,9
contact,180,9
tassel,180,9
sigh,180,9
vers,180,9
boat,180,9
tuition,180,9
priesthood,178,9
compliment,175,9
alter,173,9
music,172,9
two,170,9
respect,166,9
