text,size,topic
ladi,1734,6
one,625,6
never,484,6
said,471,6
present,444,6
poem,433,6
tamakatsura,424,6
day,415,6
will,409,6
much,405,6
think,402,6
now,388,6
dress,381,6
seem,380,6
littl,379,6
good,361,6
inde,355,6
though,352,6
quit,345,6
see,345,6
go,339,6
put,333,6
like,331,6
make,329,6
father,329,6
say,319,6
pray,304,6
can,298,6
know,293,6
among,279,6
upon,270,6
madam,261,6
want,257,6
place,254,6
tell,254,6
palac,252,6
butterfli,248,6
hand,247,6
court,245,6
well,243,6
wife,238,6
fine,235,6
ever,231,6
anyth,228,6
dont,228,6
might,228,6
hard,225,6
come,225,6
thought,223,6
last,220,6
also,219,6
medium,217,6
handsom,217,6
laugh,215,6
child,213,6
omi,209,6
must,208,6
letter,205,6
matter,203,6
made,202,6
everi,202,6
may,199,6
gift,199,6
sent,198,6
occas,195,6
grand,194,6
princ,190,6
back,188,6
live,188,6
beg,187,6
end,185,6
work,185,6
sister,185,6
governor,184,6
consider,183,6
came,181,6
boy,181,6
whose,180,6
young,177,6
somewhat,177,6
thu,176,6
bird,174,6
messeng,173,6
chines,172,6
just,170,6
constantli,169,6
priest,169,6
nurs,169,6
room,168,6
known,167,6
prayer,167,6
great,166,6
old,165,6
bad,163,6
use,163,6
seen,161,6
guilt,160,6
bedchamb,160,6
final,160,6
spirit,159,6
