text,size,topic
tamakatsura,666,5
art,659,5
kurodo,560,5
said,526,5
even,505,5
storytel,468,5
read,467,5
will,462,5
one,412,5
stori,373,5
may,372,5
himegimi,372,5
come,369,5
know,346,5
whether,345,5
begin,344,5
feel,341,5
much,337,5
show,331,5
good,329,5
around,310,5
like,306,5
must,306,5
purpos,303,5
way,301,5
zithern,296,5
hardli,285,5
novel,282,5
book,282,5
import,282,5
actual,282,5
side,281,5
cours,279,5
bamboo,266,5
world,261,5
play,252,5
littl,252,5
pass,247,5
part,231,5
set,231,5
hope,231,5
go,226,5
can,225,5
life,224,5
mani,222,5
well,208,5
day,203,5
think,202,5
thing,201,5
time,199,5
river,199,5
someth,198,5
realiz,197,5
alway,197,5
virtu,194,5
taken,191,5
princess,191,5
seriou,190,5
unusu,190,5
writer,190,5
exemplari,190,5
fiction,190,5
vice,190,5
heroin,190,5
illustr,190,5
mixtur,190,5
romanc,190,5
childhood,189,5
folli,189,5
view,189,5
exampl,189,5
form,189,5
worth,189,5
thu,189,5
men,189,5
truth,189,5
allow,189,5
happen,188,5
ladi,188,5
tell,188,5
suppos,188,5
everi,188,5
stabl,187,5
person,187,5
look,186,5
tankard,185,5
command,178,5
self,171,5
told,170,5
handwrit,168,5
anyth,167,5
letter,161,5
remind,160,5
insid,157,5
dress,155,5
song,155,5
flower,155,5
real,151,5
make,150,5
name,146,5
