text,size,topic
spring,697,19
great,610,19
play,507,19
new,502,19
year,474,19
young,458,19
though,438,19
thread,434,19
present,426,19
littl,420,19
set,415,19
shoot,397,19
sent,393,19
one,393,19
sister,390,19
hand,383,19
side,372,19
room,353,19
keep,348,19
poem,346,19
good,340,19
made,337,19
occas,325,19
just,325,19
brought,319,19
cherri,313,19
hachi,277,19
recit,274,19
came,274,19
palac,260,19
inde,259,19
ceremoni,252,19
found,249,19
refus,248,19
watchman,245,19
vers,245,19
princ,244,19
take,240,19
now,237,19
come,236,19
couch,233,19
think,233,19
realiz,229,19
two,228,19
blind,226,19
princess,218,19
everi,218,19
offer,215,19
mind,212,19
note,209,19
zithern,208,19
emperor,207,19
often,207,19
string,205,19
tune,204,19
arriv,203,19
flagon,203,19
spread,202,19
summer,201,19
day,200,19
attract,199,19
ask,199,19
door,198,19
went,198,19
green,192,19
pine,190,19
face,190,19
necess,190,19
see,189,19
middl,188,19
oak,188,19
furnitur,186,19
low,186,19
hitherto,185,19
excel,185,19
qualiti,184,19
cloak,184,19
way,183,19
done,176,19
disquiet,169,19
everyon,168,19
household,167,19
last,166,19
men,165,19
manner,165,19
improvis,165,19
today,164,19
mourn,163,19
forti,162,19
bride,160,19
old,160,19
retir,160,19
nyosan,159,19
move,157,19
ancient,154,19
bough,153,19
creatur,153,19
compani,151,19
give,151,19
pleas,150,19
