text,size,topic
cricket,2648,17
bell,1015,17
mourner,474,17
shelf,473,17
cooler,448,17
43he,242,17
fewperhap,242,17
seest,242,17
becomingli,242,17
foggi,242,17
thougheven,242,17
herher,242,17
onbut,242,17
30that,242,17
median,242,17
shrilli,242,17
unsh,242,17
unqualifi,242,17
seer,242,17
abstractedli,242,17
abod,242,17
product,242,17
window,242,17
disappointingli,242,17
outdid,242,17
puriti,239,17
invidi,227,17
toribeno,212,17
scrupul,21,17
feebl,12,17
bereav,11,17
amida,11,17
elud,11,17
now,11,17
one,11,17
even,11,17
long,11,17
night,11,17
still,11,17
high,11,17
mandala,11,17
said,11,17
day,11,17
thought,11,17
see,11,17
come,11,17
low,11,17
must,11,17
never,11,17
autumn,11,17
seem,11,17
went,11,17
though,11,17
moan,11,17
time,11,17
life,11,17
majesti,11,17
way,11,17
everi,11,17
sinc,11,17
just,11,17
hear,11,17
noth,11,17
like,11,17
often,11,17
great,11,17
water,11,17
mani,11,17
go,11,17
littl,11,17
year,11,17
well,11,17
peopl,11,17
garden,11,17
might,11,17
nun,11,17
young,11,17
live,11,17
thing,11,17
world,11,17
among,11,17
make,11,17
left,11,17
knew,11,17
feel,11,17
emin,11,17
last,11,17
know,11,17
turn,11,17
women,11,17
will,11,17
ever,11,17
aloft,11,17
look,11,17
can,11,17
hardli,11,17
ladi,11,17
wonder,11,17
play,11,17
alway,11,17
