text,size,topic
now,1037,15
one,863,15
high,811,15
said,672,15
life,661,15
come,632,15
time,604,15
day,604,15
long,589,15
even,571,15
littl,497,15
feel,490,15
world,489,15
see,464,15
look,461,15
live,448,15
nun,442,15
never,440,15
mountain,440,15
know,435,15
year,429,15
seem,429,15
sinc,420,15
must,413,15
thing,407,15
way,400,15
might,397,15
last,388,15
thought,387,15
still,374,15
like,371,15
go,370,15
will,360,15
mani,358,15
rever,353,15
came,346,15
ever,344,15
well,344,15
leav,342,15
mother,337,15
call,324,15
made,319,15
wish,316,15
old,314,15
place,307,15
wonder,305,15
woman,302,15
young,302,15
month,297,15
emin,296,15
remain,291,15
may,285,15
great,283,15
felt,281,15
night,275,15
tear,274,15
went,274,15
heart,269,15
end,268,15
though,265,15
left,264,15
daughter,263,15
monk,257,15
move,256,15
sorrow,253,15
pleas,252,15
majesti,252,15
back,251,15
much,250,15
noth,245,15
spirit,245,15
talk,243,15
just,242,15
say,241,15
matter,234,15
rite,228,15
repli,225,15
brought,224,15
alway,221,15
sister,221,15
realli,219,15
yet,216,15
therefor,216,15
man,214,15
make,213,15
hous,212,15
sent,208,15
mourn,204,15
gather,204,15
ill,203,15
past,198,15
women,198,15
can,197,15
devot,197,15
shall,197,15
command,196,15
holi,196,15
die,195,15
gone,189,15
late,189,15
