text,size,topic
daughter,1263,19
one,811,19
high,803,19
majesti,643,19
time,623,19
grand,617,19
wife,566,19
counselor,558,19
now,546,19
captain,525,19
son,525,19
well,500,19
father,482,19
appar,468,19
even,464,19
still,427,19
emin,406,19
court,404,19
right,399,19
way,394,19
year,337,19
took,326,19
mani,320,19
long,317,19
excel,313,19
often,309,19
gave,309,19
born,302,19
niec,294,19
never,293,19
favor,290,19
see,288,19
suffer,287,19
went,280,19
staff,274,19
come,272,19
therefor,272,19
heir,270,19
might,259,19
said,258,19
first,258,19
servic,258,19
visit,253,19
wonder,252,19
ladi,249,19
thing,244,19
forward,242,19
great,239,19
go,239,19
consort,238,19
seem,237,19
mistress,234,19
enjoy,234,19
command,232,19
much,226,19
beauti,224,19
man,222,19
send,221,19
late,220,19
chancellor,219,19
live,219,19
enough,216,19
howev,216,19
interest,211,19
everi,203,19
rank,203,19
less,202,19
pass,202,19
day,198,19
eye,198,19
whenev,195,19
consid,195,19
two,194,19
secret,194,19
gentlemen,193,19
occas,193,19
leav,192,19
whose,190,19
littl,189,19
except,189,19
aunt,188,19
present,188,19
new,186,19
intim,186,19
made,186,19
though,185,19
plum,185,19
must,182,19
look,181,19
think,180,19
longer,180,19
urg,177,19
came,176,19
boy,176,19
elder,176,19
just,175,19
blossom,173,19
gather,172,19
1,170,19
younger,167,19
