text,size,topic
now,1006,16
one,875,16
high,846,16
even,773,16
will,671,16
way,643,16
like,640,16
said,625,16
look,616,16
thought,602,16
well,592,16
never,586,16
know,566,16
still,558,16
must,556,16
go,546,16
feel,539,16
see,526,16
might,513,16
littl,497,16
time,476,16
though,475,16
just,472,16
thing,464,16
come,462,16
seem,443,16
can,442,16
long,442,16
ladi,428,16
much,422,16
noth,415,16
day,398,16
sinc,369,16
felt,367,16
ever,365,16
say,362,16
made,357,16
think,356,16
women,343,16
wish,343,16
make,339,16
young,333,16
went,333,16
wonder,329,16
may,329,16
peopl,326,16
daughter,325,16
pleas,314,16
talk,301,16
realli,296,16
mother,294,16
night,290,16
great,288,16
quit,286,16
alway,283,16
live,280,16
want,279,16
mistress,278,16
came,276,16
knew,276,16
life,271,16
letter,267,16
someon,263,16
away,260,16
year,259,16
heart,258,16
mind,258,16
world,256,16
give,254,16
back,253,16
repli,250,16
anyon,249,16
call,248,16
mani,244,16
tell,243,16
man,241,16
tear,241,16
take,238,16
woman,234,16
els,232,16
leav,231,16
left,223,16
find,222,16
command,220,16
hardli,218,16
far,213,16
father,212,16
happen,212,16
mean,206,16
late,204,16
answer,203,16
love,199,16
let,198,16
keep,198,16
told,198,16
last,195,16
shall,194,16
turn,194,16
move,193,16
enough,193,16
