text,size,topic
academi,765,6
one,697,6
man,665,6
like,611,6
will,596,6
doctor,566,6
nobl,560,6
command,525,6
gone,495,6
son,491,6
great,486,6
even,471,6
time,463,6
look,459,6
senior,451,6
learn,392,6
understand,359,6
night,354,6
privi,352,6
left,349,6
make,345,6
gentlemen,340,6
leav,339,6
never,336,6
sir,330,6
pavilion,330,6
poem,321,6
student,296,6
chosen,265,6
grown,256,6
father,254,6
manner,253,6
noth,253,6
thoroughli,251,6
young,248,6
put,247,6
right,247,6
requir,245,6
fine,245,6
present,241,6
wonder,239,6
day,239,6
thing,239,6
end,237,6
thought,235,6
men,235,6
call,235,6
four,235,6
light,234,6
must,234,6
high,233,6
instead,232,6
majesti,232,6
see,232,6
come,230,6
everyon,230,6
littl,230,6
soon,229,6
meanwhil,229,6
rank,228,6
world,227,6
may,226,6
watch,224,6
mind,223,6
serv,223,6
silenc,222,6
wore,222,6
prefer,222,6
east,222,6
rare,222,6
unlik,222,6
blue,222,6
detain,222,6
fish,222,6
foundat,222,6
poverti,222,6
career,222,6
redeem,215,6
short,202,6
curios,191,6
interven,186,6
classic,180,6
acquir,167,6
curiou,159,6
fool,153,6
rush,143,6
composur,139,6
studi,135,6
lord,134,6
remark,133,6
read,133,6
owe,132,6
gift,132,6
compos,131,6
broke,130,6
collect,130,6
affair,130,6
excel,128,6
sad,128,6
vers,128,6
