text,size,topic
one,779,0
look,664,0
see,562,0
now,555,0
excel,554,0
danc,513,0
watch,454,0
carriag,444,0
said,438,0
young,434,0
command,410,0
still,406,0
high,403,0
year,398,0
god,386,0
day,383,0
pine,358,0
tree,349,0
men,347,0
today,346,0
hair,327,0
wish,326,0
wonder,317,0
repli,311,0
mani,311,0
pass,310,0
like,303,0
heart,289,0
know,280,0
though,277,0
color,273,0
spring,271,0
stand,268,0
seem,265,0
come,265,0
went,264,0
way,262,0
leav,262,0
littl,260,0
gray,259,0
just,255,0
blind,250,0
yet,248,0
will,243,0
deep,241,0
felt,237,0
ground,236,0
thousand,236,0
nun,236,0
even,235,0
paper,235,0
made,234,0
go,233,0
cri,232,0
hand,226,0
place,224,0
consort,223,0
gave,222,0
found,222,0
stood,221,0
appear,220,0
disappoint,216,0
sumiyoshi,216,0
well,213,0
turn,211,0
blossom,210,0
son,206,0
wave,204,0
brought,204,0
beauti,203,0
flower,203,0
poem,201,0
wrote,201,0
thread,201,0
knew,196,0
long,196,0
ride,194,0
great,194,0
handsom,193,0
attract,193,0
curtain,193,0
delight,191,0
daughter,190,0
away,190,0
white,190,0
home,189,0
autumn,187,0
green,182,0
gown,181,0
gentlewomen,178,0
thought,175,0
t,174,0
besid,174,0
grow,173,0
frost,172,0
night,172,0
sleev,168,0
sister,167,0
back,167,0
sacr,166,0
