text,size,topic
never,964,7
now,745,7
said,669,7
wind,597,7
see,572,7
high,513,7
sky,502,7
moon,465,7
man,465,7
like,458,7
look,451,7
still,427,7
even,413,7
dawn,408,7
captain,387,7
must,374,7
way,367,7
long,352,7
ladi,345,7
just,338,7
mani,334,7
one,333,7
silenc,331,7
alway,316,7
shutter,308,7
despit,305,7
old,305,7
time,304,7
peopl,300,7
lord,284,7
distanc,281,7
feel,278,7
say,277,7
answer,276,7
come,275,7
gentlewomen,267,7
world,267,7
beauti,265,7
quit,264,7
night,263,7
though,263,7
sorrow,261,7
repli,255,7
day,254,7
went,252,7
garden,247,7
young,246,7
carriag,238,7
thing,237,7
tell,236,7
noth,234,7
open,234,7
life,222,7
go,220,7
great,220,7
right,217,7
age,216,7
away,215,7
rose,213,7
yet,212,7
thought,212,7
wish,211,7
set,211,7
seem,210,7
person,206,7
father,204,7
myobu,201,7
late,200,7
ever,200,7
panel,200,7
doubt,198,7
pain,195,7
remain,193,7
lack,191,7
bear,190,7
troubl,186,7
sound,181,7
room,181,7
littl,180,7
find,175,7
strang,173,7
northeast,173,7
anoth,172,7
rail,172,7
consider,172,7
arriv,171,7
home,171,7
wonder,170,7
seriou,170,7
speak,170,7
listen,170,7
seen,169,7
veranda,169,7
put,166,7
afraid,163,7
face,162,7
rather,161,7
togeth,161,7
move,160,7
began,160,7
