text,size,topic
among,573,1
leav,551,1
danc,547,1
majesti,487,1
everi,470,1
even,456,1
though,440,1
now,365,1
music,364,1
noth,361,1
left,361,1
still,360,1
thing,351,1
rank,351,1
day,351,1
sea,347,1
one,345,1
watch,345,1
taken,342,1
high,341,1
see,334,1
woman,333,1
headquart,328,1
chrysanthemum,311,1
divers,297,1
display,286,1
wind,278,1
court,273,1
blue,272,1
heir,263,1
often,263,1
excel,257,1
appar,256,1
alway,256,1
gave,256,1
first,253,1
instrument,249,1
fourth,246,1
make,244,1
wish,238,1
go,236,1
young,234,1
beauti,234,1
intend,233,1
household,232,1
like,232,1
captain,232,1
two,231,1
wave,231,1
eye,230,1
gate,228,1
world,227,1
mind,226,1
autumn,226,1
practic,225,1
night,225,1
rever,224,1
call,224,1
pleas,224,1
quit,224,1
felt,224,1
past,224,1
know,223,1
live,223,1
look,223,1
knew,222,1
bring,222,1
sort,222,1
tree,221,1
wrote,221,1
staff,221,1
calligraphi,221,1
musician,221,1
circl,221,1
withdrawn,221,1
grandmoth,221,1
report,221,1
earlier,221,1
shed,221,1
grade,221,1
save,205,1
upward,205,1
due,181,1
koma,173,1
rejoic,168,1
offic,152,1
figur,148,1
ordinari,147,1
regard,145,1
secretari,144,1
tear,144,1
forti,143,1
although,138,1
forth,135,1
close,134,1
lesser,134,1
took,133,1
sanjo,133,1
dazzl,133,1
compani,132,1
