text,size,topic
joint,269,18
constru,269,18
one,12,18
involveddirect,12,18
high,12,18
well,12,18
now,12,18
said,12,18
will,12,18
long,12,18
way,12,18
might,12,18
even,12,18
look,12,18
excel,12,18
make,12,18
like,12,18
feel,12,18
come,12,18
still,12,18
see,12,18
must,12,18
thing,12,18
women,12,18
just,12,18
pleas,12,18
though,12,18
noth,12,18
seem,12,18
sinc,12,18
young,12,18
say,12,18
thought,12,18
day,12,18
came,12,18
went,12,18
time,12,18
go,12,18
ladi,12,18
emin,12,18
know,12,18
mani,12,18
majesti,12,18
peopl,12,18
set,12,18
can,12,18
littl,12,18
never,12,18
made,12,18
may,12,18
much,12,18
daughter,12,18
captain,12,18
ever,12,18
year,12,18
grace,12,18
felt,12,18
man,12,18
gave,12,18
think,12,18
letter,12,18
play,12,18
wish,12,18
wonder,12,18
life,12,18
great,12,18
mother,12,18
palac,12,18
realli,12,18
leav,12,18
pass,12,18
away,12,18
hardli,12,18
left,12,18
let,12,18
want,12,18
brought,12,18
anyon,12,18
dress,12,18
right,12,18
take,12,18
gather,12,18
put,12,18
give,12,18
found,12,18
alway,12,18
turn,12,18
mistress,12,18
back,12,18
arriv,12,18
music,12,18
world,12,18
inde,12,18
new,12,18
hear,12,18
heart,12,18
live,12,18
love,12,18
els,12,18
night,12,18
