text,size,topic
one,1263,9
now,664,9
high,649,9
never,614,9
day,584,9
daughter,542,9
younger,522,9
look,491,9
leav,454,9
world,436,9
good,436,9
elder,419,9
said,366,9
away,360,9
even,360,9
longer,344,9
way,338,9
noth,337,9
like,334,9
still,333,9
ever,330,9
mani,326,9
peopl,325,9
devot,315,9
spent,315,9
music,315,9
wing,315,9
write,315,9
waterbird,315,9
hand,309,9
manag,304,9
impos,284,9
seem,278,9
gave,271,9
made,268,9
although,251,9
neglect,239,9
time,239,9
thing,237,9
wonder,237,9
without,235,9
littl,234,9
year,233,9
go,231,9
much,229,9
els,220,9
offer,219,9
show,219,9
mind,218,9
remain,217,9
thought,215,9
eye,215,9
say,214,9
can,214,9
play,213,9
slid,213,9
mother,212,9
emin,212,9
handsom,212,9
resid,212,9
casual,212,9
grow,212,9
loneli,212,9
green,212,9
treasur,212,9
rumpl,212,9
mate,212,9
nestl,212,9
trace,212,9
nobler,212,9
inkston,212,9
class,212,9
thud,212,9
width,212,9
extrem,210,9
depth,208,9
wash,204,9
period,198,9
artlessli,196,9
everywher,193,9
vanish,193,9
seclus,178,9
chatter,177,9
acquir,175,9
togeth,174,9
earli,173,9
assist,172,9
call,170,9
somehow,159,9
along,155,9
abandon,154,9
tear,154,9
side,150,9
deepli,149,9
night,140,9
came,139,9
use,139,9
caus,138,9
took,138,9
household,136,9
